"property_id","property_name","property_address","property_street","property_city","property_state","property_zip","property_website","property_owner","property_management","property_asset_grade_market","property_asset_grade_submarket","year_built","total_units","total_square_feet","status","msa","submarket_name","survey_date","last_sale_date","last_sale_price","parcel_number","levels"
"720","Camden Centreport","3999 Centreport Dr, Fort Worth, TX 76155","3999 Centreport","Fort","TX","76155","http://www.camdencentreport.com/","Camden Property Trust","Camden Property Trust","A-","A","1998",268,244416,"Stabilized","Fort Worth-Arlington, TX","Hurst/Euless/Bedford","8/18/2020","2011-07-28",NULL,"41424360",3
"721","Camden Sugar Grove","12250 S Kirkwood Rd, Stafford, TX 77477","12250 Kirkwood","Stafford","TX","77477","https://www.camdenliving.com/stafford-tx-apartments/camden-sugar-grove","Camden Property Trust","Camden Property Trust","B+","A-","1997",380,348460,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Sugar Land/Stafford","8/18/2020",NULL,NULL,"4349-00-000-0035-910",3
"722","Parkland Commons","8301 Parkland Cir, Charlotte, NC 28227","8301 Parkland","Charlotte","NC","28227","https://parklandcommonsapts.com/","Dasmen Residential","Dasmen Residential","B-","B+","2001",232,203464,"Stabilized","Charlotte-Concord-Gastonia, NC-SC","Far East Charlotte/Mint Hill","8/5/2020",NULL,NULL,"",3
"723","Lakeside Central","529 S Parsons Ave, Brandon, FL 33511","529 Parsons","Brandon","FL","33511","https://www.robbinspropertyllc.com/apartments/fl/brandon/lakeside-central-apartments/","Robbins Property Associates","Robbins Property Associates","B+","A-","1986",228,165984,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Brandon/Southeast Hillsborough County","8/7/2020","2018-01-19",NULL,"070515-0050",2
"724","Trinity Village at Farmers Creek","4280 Trinity Mills Rd, Dallas, TX 75287","4280 Trinity Mills","Dallas","TX","75287","http://www.trinityvillage.anterra.com/","Navitas Capital","Anterra Multi-Family Real Estate Services","B","B-","1984",256,166912,"Stabilized","Dallas-Plano-Irving, TX","Far North Dallas","8/18/2020","2019-05-31",NULL,"R-1453-017-0020-1",2
"725","Pinehurst on Providence","3904 Providence rd, Charlotte, NC 28211","3904 Providence","Charlotte","NC","28211","http://www.pinehurstonprovidence.com/","Northwood Ravin LLC","Northwood Ravin LLC","B","C+","1967",255,300900,"Stabilized","Charlotte-Concord-Gastonia, NC-SC","Myers Park","8/5/2020",NULL,NULL,"",2
"726","The Place","3701 Towne Crossing Blvd, Mesquite, TX 75150","3701 Towne Crossing","Mesquite","TX","75150","http://www.theplaceapartments.com/","InterCapital","Dayrise Residential LLC","B-","B+","1984",442,341224,"Stabilized","Dallas-Plano-Irving, TX","Mesquite","8/5/2020","2015-11-30",NULL,"38-05590-000-002-0000",3
"727","Post Oak","8000 Post Oak Pl, Louisville, KY 40222","8000 Post Oak","Louisville","KY","40222","https://postoak.schattenproperties.com/overview","Schatten Properties","Schatten Properties","B-","C+","1981",126,112014,"Stabilized","Louisville/Jefferson County, KY-IN","Northeast Louisville","8/7/2020",NULL,NULL,"",2
"728","Copper Ridge","6635 S Staples St, Corpus Christi, TX 78413","6635 Staples","Corpus","TX","78413","https://www.lifeatcopperridge.com/","Privately Owned","Greystar","B+","A-","1986",344,266600,"Stabilized","Corpus Christi, TX","Inland Corpus Christi","8/18/2020","2019-12-12",NULL,"222943",3
"729","Cottages at Wells Branch","14300 Tandem Blvd, Austin, TX 78728","14300 Tandem","Austin","TX","78728","http://www.cottagesatwellsbranch.com/","CALVEST Realty Advisors","Pinnacle","B-","B+","1984",167,143453,"Stabilized","Austin-Round Rock, TX","Pflugerville/Wells Branch","8/18/2020","2018-06-20",NULL,"271365",2
"730","La Jolla Terrace","8900 Randol Mill Rd, Fort Worth, TX 76120","8900 Randol Mill","Fort","TX","76120","http://www.ljterrace.com/","Sinatra & Company","Wehner Multifamily","C","B-","1985",340,299880,"Stabilized","Fort Worth-Arlington, TX","East Fort Worth","8/6/2020","2017-01-11",NULL,"05682045",3
"732","Ridgecrest Apartment Homes","3101 Wells Branch Pkwy, Austin, TX 78728","3101 Wells Branch","Austin","TX","78728","http://www.ridgecrestapts.com/","Knightvest Capital","Internacional Realty","C+","C","1995",284,242820,"Stabilized","Austin-Round Rock, TX","Pflugerville/Wells Branch","8/5/2020",NULL,NULL,"362997",3
"733","Wendover at River Oaks","1 River Oaks Dr, Greensboro, NC 27409","1 River Oaks","Greensboro","NC","27409","http://www.wendover-apts.com/","","Real Catalyst Group, LLC","B+","B","1986",216,154440,"Stabilized","Greensboro/Winston-Salem, NC","West Greensboro","8/4/2020","2018-03-28",NULL,"0074461",3
"734","Village Springs I","5175 Cinderlane Pkwy, Orlando, FL 32808","5175 Cinderlane","Orlando","FL","32808","http://www.villagespringsapts.com/","Omninet Capital","Pioneer Property Management","B-","B","1985",344,263848,"Stabilized","Orlando-Kissimmee-Sanford, FL","Northwest Orlando","8/20/2020","2006-12-01",NULL,"29-22-05-7744-00-181",3
"735","Village Springs II","5175 Cinderlane Pkwy, Orlando, FL 32808","5175 Cinderlane","Orlando","FL","32808","http://www.villagespringsapts.com/","Omninet Capital","Pioneer Property Management","B-","B+","1986",208,152048,"Stabilized","Orlando-Kissimmee-Sanford, FL","Northwest Orlando","8/20/2020","2006-12-01",NULL,"29-22-05-7744-00-200",3
"73564","Madison Station Apartment Homes","4425 Sullivan St, Madison, AL 35758","4425 Sullivan","Madison","AL","35758","http://www.madisonstation.net/","Privately Owned","Providian Real Estate Management","C+","C","1980",60,52560,"Stabilized","Huntsville, AL","West Huntsville/Madison","8/3/2020","2017-06-12",NULL,"16-02-09-3-000-018.000",2
"736","2400 Briarwest","2400 Briarwest Blvd, Houston, TX 77077","2400 Briarwest","Houston","TX","77077","https://www.2400briarwest.com/","Comcap Asset Management","Commerce Capital Partners LLC","C+","C","1982",671,565653,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Far West Houston","8/6/2020","2015-05-18",NULL,"113-949-000-0001",2
"737","Infinity Westshore","4800 S West Shore Blvd, Tampa, FL 33611","4800 West Shore","Tampa","FL","33611","http://www.infinitywestshore.com/","The Dinerstein Companies","Dinerstein Companies","A-","B+","1986",278,229072,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Peninsula","8/3/2020","2016-06-28",NULL,"130078-0500",3
"738","Camden Legacy","15757 N 90th Pl, Scottsdale, AZ 85260","15757 90th","Scottsdale","AZ","85260","https://www.camdenliving.com/scottsdale-az-apartments/camden-legacy","Camden Property Trust","Camden Property Trust","A-","B+","1995",428,456676,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","North Scottsdale","8/18/2020",NULL,NULL,"217-13-033-K",2
"739","Coronado","7414 E Grand Ave, Dallas, TX 75214","7414 Grand","Dallas","TX","75214","https://www.thecoronadoapartment.com/","The Lynd Company","VOLUNTEERS OF AMERICA","B+","B-","1984",264,193776,"Stabilized","Dallas-Plano-Irving, TX","East Dallas","8/3/2020","2006-04-11",NULL,"00-00022-669-000-0100",3
"740","Cozumel","6403 Sierra Blanca Dr, Houston, TX 77083","6403 Sierra Blanca","Houston","TX","77083","http://thecozumelapartments.com/?utm_knock=g","Nova Property Network","Nova Property Network","B-","B+","1982",404,301788,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Alief","8/6/2020","2015-04-28",NULL,"118-678-000-0001",3
"741","Laguna Del Sol","6403 Sierra Blanca Dr, Houston, TX 77083","6403 Sierra Blanca","Houston","TX","77083",NULL,"Nova Asset Management","Nova Asset Management","C+","C+","1983",400,314400,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Alief","8/6/2020","2015-04-28",NULL,"119-016-000-0001",3
"742","Grace Woods","3209 S. Highway 35, Austin, TX 78741","3209 35,","Austin","TX","78741","http://www.liveatgracewoods.com/","Dayrise Residential LLC","Dayrise Residential LLC","","","1985",430,323360,"Stabilized","Austin-Round Rock, TX","Riverside","8/5/2020",NULL,NULL,"",3
"743","Southpoint","12801 Roydon Dr, Houston, TX 77034","12801 Roydon","Houston","TX","77034","http://www.southpointapthomes.com/","C-III Capital Partners","Lincoln Property Company","B+","A-","1981",260,190840,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Pasadena/Southeast Houston","8/7/2020","2013-08-01",NULL,"114-858-002-0003",3
"744","Cedar Trace","2000 McKelvey Hill Dr, Maryland Heights, MO 63043","2000 McKelvey Hill","Maryland","MO","63043","http://www.cedartrace-apts.com/","Monarch Investment and Management Group","Monarch Investment and Management Group","B-","C+","1971",372,419244,"Stabilized","St. Louis, MO-IL","Maryland Heights/Creve Coeur","8/18/2020","2014-05-27",NULL,"14O-54-0130",3
"745","Camden Legacy Creek","6400 Ohio Dr, Plano, TX 75024","6400 Ohio","Plano","TX","75024","http://www.camdenlegacycreek.com/","Camden Property Trust","Camden Property Trust","A-","A-","1995",240,203520,"Stabilized","Dallas-Plano-Irving, TX","West Plano","8/18/2020",NULL,NULL,"R-3303-001-0010-1",2
"746","Camden Legacy Park","6600 Preston Rd, Plano, TX 75024","6600 Preston","Plano","TX","75024","http://www.camdenlegacypark.com/","Camden Property Trust","Camden Property Trust","B+","B+","1996",276,240120,"Stabilized","Dallas-Plano-Irving, TX","West Plano","8/18/2020","1995-01-05",NULL,"R-3420-001-0010-1",2
"747","Camden Stonebridge","9850 Richmond Ave, Houston, TX 77042","9850 Richmond","Houston","TX","77042","https://www.camdenliving.com/houston-tx-apartments/camden-stonebridge","Camden Property Trust","Camden Property Trust","B+","A-","1993",204,172380,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Westchase","8/18/2020","2003-04-30",NULL,"109-387-000-0012",3
"75","Gates Mills Place I","6805 Mayfield Rd, Mayfield Heights, OH 44124","6805 Mayfield","Mayfield","OH","44124","http://www.gatesmillsplace.com/","","K&D Properties","B","B-","1969",1077,924066,"Stabilized","Cleveland-Elyria, OH","Beachwood/Mayfield","8/4/2020","2004-07-28",NULL,"862-29-009",14
"750","The Grove at Lyndon","7716 Sundance Dr, Lyndon, KY 40222","7716 Sundance","Lyndon","KY","40222","http://www.groveatlyndon-prg.com/","PRG Real Estate Management Inc","PRG Real Estate Management Inc","A","A","1975",254,173228,"Stabilized","Louisville/Jefferson County, KY-IN","Northeast Louisville","8/4/2020",NULL,NULL,"",2
"751","Crossing at North Pointe","3144 Sunswept Park Dr, Black Jack, MO 63033","3144 Sunswept Park","Black","MO","63033","http://crossingatnorthpointe.com/","Shore 2 Shore Properties","The Tipton Group","","","1971",298,233334,"Rehab","St. Louis, MO-IL","Florissant/Hazelwood","8/5/2020","2002-05-29",NULL,"07H-53-0221",3
"752","Taravue Park","3975 Taravue Ln, St. Louis, MO 63125","3975 Taravue","St.","MO","63125","http://www.taravuepark.com/","StoneCreek Living","StoneCreek Living","B-","B-","1975",304,205504,"Stabilized","St. Louis, MO-IL","South St. Louis County/Jefferson County","8/4/2020",NULL,NULL,"",3
"753","Breakers","4901 Saratoga Blvd, Corpus Christi, TX 78413","4901 Saratoga","Corpus","TX","78413","https://www.lifeatbreakers.com/","Tradewind Properties","Greystar","A+","A+","1995",288,249984,"Stabilized","Corpus Christi, TX","Inland Corpus Christi","8/18/2020","2019-12-12",NULL,"219020",3
"754","City Chase Apartment Homes","2475 Gray Falls Dr, Houston, TX 77077","2475 Gray Falls","Houston","TX","77077","https://www.citychasehouston.com/","The Radco Companies","Valiant Residential","B-","C+","1982",366,278892,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Far West Houston","8/6/2020","2019-12-18",NULL,"111-532-000-0001",3
"756","Camden Huntingdon","12349 Metric Blvd, Austin, TX 78758","12349 Metric","Austin","TX","78758","https://www.camdenliving.com/austin-tx-apartments/camden-huntingdon","Camden Property Trust","Camden Property Trust","B-","B","1995",398,359394,"Stabilized","Austin-Round Rock, TX","North Central Austin","8/18/2020",NULL,NULL,"264708",3
"759","Towne Centre Village","1208 Americana Ln, Mesquite, TX 75150","1208 Americana","Mesquite","TX","75150","http://www.townecentrevillageliving.com/","LumaCorp Inc","LumaCorp Inc","B+","A","1984",188,138180,"Stabilized","Dallas-Plano-Irving, TX","Mesquite","8/18/2020","2008-06-24",NULL,"38-21580-00G-012-0000",2
"76","Georgetown Park","2100 Georgetown Pkwy, Fenton, MI 48430","2100 Georgetown","Fenton","MI","48430","https://www.georgetownparkapartments.com/","Moncler Capital Partners","Haley Residential","B","B-","1994",480,531840,"Stabilized","Flint, MI","South Flint","8/7/2020",NULL,NULL,"53-26-100-012",3
"760","The Promenade at Valley Creek","4608 W Northgate Dr, Irving, TX 75062","4608 Northgate","Irving","TX","75062","http://www.promenadeatvalleycreek.com/","Pensam Residential","BH Management","C","C","1984",380,324900,"Stabilized","Dallas-Plano-Irving, TX","South Irving","8/18/2020","2018-06-11",NULL,"32-55940-00A-001-0000",3
"761","Promenade at Valley Ridge","3700 Valley View Ln, Irving, TX 75062","3700 Valley View","Irving","TX","75062","http://www.promenadeatvalleyridge.com/","Pensam Residential","BH Management","B","A-","1986",408,315384,"Stabilized","Dallas-Plano-Irving, TX","South Irving","8/18/2020","2011-12-15",NULL,"32-55990-00A-001-0000",3
"762","Camden Vanderbilt","7171 Buffalo Speedway, Houston, TX 77025","7171 Buffalo","Houston","TX","77025","https://www.camdenliving.com/houston-tx-apartments/camden-vanderbilt","Camden Property Trust","Camden Property Trust","A-","A","1995",894,848406,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Braeswood Place/Astrodome/South Union","8/18/2020","2009-04-16",NULL,"118-077-000-0001",3
"764","The Village at Westchase","2750 Wallingford Dr, Houston, TX 77042","2750 Wallingford","Houston","TX","77042","https://www.villagewestchase.com/","Starwood Capital Group","Ascension Multifamily Property Management","B","B","1981",462,363594,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Westchase","8/5/2020","2016-09-30",NULL,"114-597-001-0003",2
"765","Puerto Del Mar","3802 Caravelle Pkwy, Corpus Christi, TX 78415","3802 Caravelle","Corpus","TX","78415","https://www.puertodelmarapts.com/","Lurin Capital","Lurin Capital","","","1976",580,444280,"Rehab","Corpus Christi, TX","Inland Corpus Christi","8/5/2020","2018-07-31",NULL,"207377",2
"766","Westchase","10871 Chase Park Ln, Saint Louis, MO 63141","10871 Chase Park","Saint","MO","63141","http://www.westchasestl.com/","Somerset Partners LLC","Somerset Apartment Management","B+","B+","1986",160,151200,"Stabilized","St. Louis, MO-IL","Maryland Heights/Creve Coeur","8/4/2020","2016-08-31",NULL,"17N-63-0532",3
"767","The View on Fox Creek","201 W Southwest Pkwy, Lewisville, TX 75067","201 Southwest","Lewisville","TX","75067","https://www.viewonfoxcreek.com/","Navitas Capital","Anterra Multi-Family Real Estate Services","B+","B","1986",334,234802,"Stabilized","Dallas-Plano-Irving, TX","Lewisville/Flower Mound","8/18/2020","2018-08-07",NULL,"R110764",2
"768","Carmel Creek","6000 Hollister St, Houston, TX 77040","6000 Hollister","Houston","TX","77040","http://www.carmelcreekapt.com/","Commerce Capital Partners LLC","Commerce Capital Partners LLC","B","B","1982",536,407896,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Northwest Houston","8/18/2020","2016-02-16",NULL,"114-909-000-0003",2
"769","Camden Park","2700 Woodland Park Dr, Houston, TX 77082","2700 Woodland Park","Houston","TX","77082","http://www.camdenliving.com/houston-tx-apartments/camden-park/","Camden Property Trust","Camden Property Trust","B","A-","1995",288,249408,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Far West Houston","8/18/2020",NULL,NULL,"114-551-001-0001",3
"77","Heathermoor","2645 Hard Rd, Columbus, OH 43235","2645 Hard","Columbus","OH","43235","https://www.heathermoorandbedfordapartments.com/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business&utm_term=11293","Brookfield Asset Management","Fairfield Residential","B-","C+","1989",280,229880,"Stabilized","Columbus, OH","Upper Arlington","8/4/2020",NULL,NULL,"590-197820",2
"770","ARDEN CYPRESS STATION","905 Cypress Station Dr, Houston, TX 77090","905 Cypress Station","Houston","TX","77090","https://www.theardencypressstation.com/","Valiant Residential","Valiant Residential","B-","B-","1980",416,323648,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/5/2020",NULL,NULL,"042-185-000-0354",2
"771","2900 on First Apartments","2900 1st Ave, Seattle, WA 98121","2900 1st","Seattle","WA","98121","https://www.2900onfirstave.com/","Aimco","Aimco","A+","B+","1989",135,96795,"Stabilized","Seattle-Bellevue-Everett, WA","Downtown Seattle","8/28/2020","2008-10-27",NULL,"065700-0240",7
"772","3000 Grand","3000 Grand Ave, Des Moines, IA 50312","3000 Grand","Des","IA","50312","http://www.3000grandapts.com/","Peterson Companies","Peterson Companies","B","B+","1970",186,199950,"Stabilized","Des Moines-West Des Moines, IA","Northwest Des Moines/Urbandale","8/3/2020","2000-05-10",NULL,"090-04051000000",10
"773","7979 Westheimer","7979 Westheimer Rd, Houston, TX 77063","7979 Westheimer","Houston","TX","77063","http://7979westheimer.net/","Nova Asset Management","Nova Asset Management","C+","C","1966",459,408510,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Westchase","8/5/2020","2015-03-31",NULL,"041-028-004-0361",3
"774","Altamonte","12474 Starcrest Dr, San Antonio, TX 78216","12474 Starcrest","San","TX","78216","http://www.myaltamonte.com/","Irwin R. Rose","Irwin R. Rose","B-","B-","1985",432,321840,"Stabilized","San Antonio-New Braunfels, TX","Airport Area","8/5/2020","2003-12-18",NULL,"12061-000-0600",3
"775","Amberton","11989 Coverstone Hill Cir, Manassas, VA 20109","11989 Coverstone Hill","Manassas","VA","20109","http://www.ambertonapts.com/","Bainbridge Companies","Lincoln Property Company","B-","A-","1986",190,149720,"Stabilized","Washington-Arlington-Alexandria, DC-VA-MD-WV","Manassas/Far Southwest Suburbs","8/24/2020","2018-02-26",NULL,"7597-92-5689",3
"776","Arbors Of Brentwood","100 Brentwood Pl, Nashville, TN 37211","100 Brentwood","Nashville","TN","37211","https://bhmanagement.com/communities/arbors-of-brentwood-apartments/","HIGHLAND CAPITAL MANAGEMENT","BH Management","B","B+","1985",346,329046,"Stabilized","Nashville-Davidson--Murfreesboro--Franklin, TN","South Nashville","8/18/2020","2019-09-10",NULL,"161-00-0-217",3
